,index,english,translated_from_finnish,translated_from_dutch,translated_from_french,translated_from_german,translated_from_hebrew,translated_from_italian,translated_from_japanese,translated_from_mandarin,translated_from_polish,translated_from_portuguese,translated_from_russian,translated_from_spanish,translated_from_turkish,translated_from_ukrainian
496,65501,My family goes skiing every winter.,Perheeni යනවා hiihtämään joka talvi.,My family goes skiing every winter.,Ma Familie Teil Skier jedes hiver.,Meine Familie fährt jeden Winter Ski.,Rodzina uprawia narciarstwo w każdym roku zimie.,La mia famiglia va a sciare ogni inverno.,うちは家族で毎年冬スキーに行きます。 | 私の家族は毎年冬になるとスキーに行きます。,我的家人每年冬天去滑雪。,Moja rodzina jeździ na narty każdej zimy.,Minha família vai esquiar todo inverno.,My family every зиму выезжает покататься на лыжах. | My family every зиму катается на лыжах.,Mi Familia va a esquiar cada inverno.,Ailem jos kış kayak yapmaya gider.,Моя родина їздить кататися на лижах каждого зими. | Моя сім'я їздить кататися на лижах каждого зими.
497,65909,It's too late now.,Na příliš myöhäistä nyt.,It's too late now.,Je příliš pozdě teď. | Je příliš pozdě teď.,Es ist jetzt zu spät. | Jetzt ist es zu spät.,දැන් පරක්කු වැඩියි.,Je příliš pozdě teď. | Je příliš pozdě teď.,It's too late. | いまさら遅いよ. | いまからでは遅すぎる.,දැන් පරක්කු වැඩියි.,Teraz jest już za późno.,Agora é tarde demais.,ఇప్పుడు ఇప్పటికే చాలా ఆలస్యం.,Es muy tarde ahora.,දැන් çok geç.,Теперь уже запізно. | Вже слишком пізно.
498,65918,I am coming.,Tulen. | Já tulen. | Olen tulossa. | Já olen tulossa.,I'm coming. | I'm coming.,J'arrive. | Je viens.,මම ඉක්මනට එන්නම්.,Já už přicházím. | Já už přicházím. | Já přicházím. | Já přicházím.,Sto venendo. | Io sto venendo.,今、行きます。 | いま行くよ。 | 今、行くわ。,මම ආවා.,Przybywam. | Idę.,Jsem vindo. | Já jsem vindo. | Estou chegando. | Já jsem chegando.,| 私は行く。,Ya voy.,Ben geliyorum. | Geliyorum.,Obecnie. | Ja йду.
499,66043,When did you get back from London?,Milloin palasit Londonsta?,When did you come back from London?,Quand es-tu revenu de Londres?,Wann bist du aus London zurückgekehrt?,කොයි වෙලේද ලන්ඩන් වලට ආවෙ?,Когда вы tornati da London? | Когда вы tornato da London? | Когда вы tornata da London? | Когда это tornata da London? | Когда это tornato da London? | Когда вы tornate da London? | Когда вы tornate da London?,いつロンドンから帰ったの? | いつロンドンから帰ったの?,你什么时候从伦敦回来了?,Kdy jste se vrátil pan z Londýna?,When you voltou de Londres?,Когда ты вернулся из Лондона?,¿Cuándo regresaste de Londres?,ලන්ඩන් වලින් ආපහු ආවට පස්සේ?,| Коли ти повернувся з Лондона? | Коли ви повернулися з Лондона?
500,66664,Jesus wept.,യൂസസ് ഇറ്റ്കി.,Jesus cried.,Ježíš a pleuré. | Ježíš pleura.,యేసు weinte.,ישוע בכה.,イエス・スペイン語:イエス・スペイン語:イエス・スペイン語:イエス・スペイン語:イエス・スペイン語:イエス・スペイン語:イエス・スペイン語:イエス・スペイン語:イエス・スペイン語:イエス・スペイン語:イエス・スペイン語:イエス・スペイン語:イエス・スペイン語:イエス・スペイン語:イエス・スペイン語:イエス・スペイン語:イエス・スペイン語:イエス・スペイン語:イエス・スペイン語:イエス・スペイン語:イエス・スペイン語:イエス・スペ,I'm sorry I'm sorry.,耶稣哭泣了。,Jezus zapłakał.,యేసు chorou.,១៣.,Jesús lloró.,İsa ağladı.,Иисус плакал.
501,66762,Happy Easter!,Iloista pääsiäistä! | Iloista Pääsiäistä! | Laba pääsiäistä!,True Match!,Joyeuses Pâques! | Joyeuses Pâques.,Frohe Ostern! | Fröhliche Ostern!,"ഹായ്, ഹായ്!",Buona Pasqua! | Felice Pasqua!,"イースターおめでとう. | 復活祭,おめでとうございます.",复活节快乐。,Wesołych Świąt Wielkanocnych!,Happy Páscoa! | Feliz Páscoa.,Счастливой Пасхи! | Светлой Пасхи!,Happy Pascua. | ¡Felices Pascuas! | ¡Feliz Pascua!,| İyi Paskalyalar!,Вітаю з Великоднем! | Христос воскрес!
502,66989,What's that?,क्या है? | क्या है? | क्या है? | क्या है? | क्या है?,What is that?,Qu'est-ce que c'est que ça? | Qu'est-ce? | Qu'est-ce là? | Qu'est cela?,Was ist das? | Was ist das für ein Ding?,What is it?,Cos'è quello? | Cos'è quella? | Che cos'è quello? | Che cos'è quella?,♪ ♪ ♪,なに? | なに?,ఏం పరిహాసాస్పదం?,Co je to za věc? | Co je to za věc? | Co je to za věc?,මොකක්ද ඒ?,¿Qué es eso?,O nedir?,Что это? | Что це таке?
503,67124,Is that a bat?,നിനക്കെന്താ ലപ്പങ്കോ?,Is that a bat?,S'agit-il d'une chauve-souris?,Ist das eine Fledermaus? | Ist das ein Schläger? | Ist das ein Knüppel?,کیا یہעטלף ہے؟,చీ un pipistrello?,あれが蝙蝠ですか。 | あれってコウモリ?,ඒ බැට්මට්ද?,Czy to nietoperz?,Je to mrtvý? | Je to mrtvý? | Je to mrtvý? | Je to mrtvý? | Je to mrtvý?,Это летучая мышь? | Это бита?,?Eso es un murciélago?,ഓ ബേര് യാറസാ?,کیا کہہ رہے ہو؟
504,67126,That is mine.,నాన్ చూడండి.,That's mine.,To je le mien. | To je la mienne. | To je à moi.,Das ist meins.,To je moje. | Tohle je moje. | To patří mně.,Quello è mio. | Quella è mia.,あれが私のです。 | それ、私のです。,ඒක මගේ.,എന് റെ കളിയാക്കുക.,To je můj. | To je můj.,Это моё. | Это мой. | Это моя. | Это принадлежит мне.,Eso es mío.,O benimki. | Benim bu.,Це моє.
505,67345,Alice smiled.,ലിയസ ഹിമിലി.,Alice smiled.,ඇලිස් සුරිට්.,Alice lächelteová.,אליס חייכה.,Alice ha sorriso. | Alice sorrise.,I'm smiling.,愛麗絲笑了。,Alice se usmála.,Alice sorriu.,Alisa se usmála.,Alice sonrió.,Alice gülümsediová.,Алиса посміхнулася.
506,68134,Do you know if he has a girlfriend?,"Víš, že má přítelkyni?",Do you know if he has a girlfriend?,Tu sais s'il a une petite amie?,"Weißt du, ob er eine feste Freundin hat?","Víš, jestli má společnost?",Máš nějakou dívku? | Máš nějakou přítelkyni? | Máš nějakou přítelkyni? | Máš nějakou přítelkyni? | Máš nějakou přítelkyni? | Máš nějakou přítelkyni? | Máš nějakou přítelkyni?,あの人に彼女がいるかどうか知ってる? | 彼に彼女があるかどうか知ってる?,你知道他有没有女朋友吗?,"Nie wiesz, czy on ma dziewczynę?",നിനക്കറിയാമോ?,"Ты не знаете, у него есть девушка? | Вы не знаете, у него есть девушка? | Ты не знаете, есть ли у него девушка? | Вы не знаете, есть ли у него девушка?",¿Sabes acaso si él tiene novia? | ¿Sabes si tiene novia?,එයාගේ පෙම්වතිය කවදද කියලා දන්නවද?,"| You don't know, or he doesn't know, or he doesn't have a girlfriend?"
507,68547,The house is haunted.,Talossa kummittelee. | This on kummitustalo. | Se on kummitustalo. | Siinä talossa kummittelee.,It's shivering in that house. | It's shivering in the house.,La maison est hantée.,Im Haus spukt es. | Es spukt in dem Haus. | In dem Haus spukt es. | Das Haus wird von Geistern heimgesucht.,ගෙදර רדוף רוחות.,La casa è infestata dagli spiriti.,There is a ghost in that house.,මේ ගෙදරට පිස්සු.,Ten dom jest nawiedzony.,A casa é mal-assombrada. | A casa está assombrada.,В этом доме живут привидения. | В доме привидения.,La casa está encantada. | La casa está embrujada.,Ev perili.,У будинку живуть привиди. | У цьому будинку є привиди.
508,68563,Look at that smoke.,Katso tuota savua.,You have to see that smoke.,ഈ പുകയെ നോക്ക്.,Sieh dir diesen Rauch an. | Sehen Sie sich diesen Rauch an.,| תביט על העשן הזה.,Pozor quel fumo. | Pozor quel fumo. | Pozor quel fumo. | Pozor quel fumo.,あの煙を見なさい. | あの煙を見なさい.,ആ പുക നോക്ക്.,Spójrz na ten dym.,Olha essa fumaça. | Olhe essa fumaça. | Olhem essa fumaça.,මේ දුම දිහා බලන්න.,Miren ese humo.,Şu dumana bakın.,ඒ දුම දිහා බලන්න.
509,68908,Are you free tomorrow?,| Jsi zítra volná? | Jsi zítra volná? | Jsi zítra volná? | Jsi zítra volná? | Jsi zítra volná? | Jsi zítra volná? | Jsi zítra volná? | Jsi zítra volná? | Jsi zítra volná? | Jsi zítra volná? | Jsi zítra volná? | Jsi zítra volná? | Jsi zítra volná? | Jsi zítra volná? | Máš zítra něco? | Máš zítra něco? | Máš zítra něco? | Máš zítra něco? | Máš zítra něco?,Are you free tomorrow? | Are you free tomorrow? | Are you free tomorrow?,"es-tu libre demain? | Tu es libre, demain? | Seras-tu libre demain? | Serez-vous libre demain?",Hast du morgen Zeit? | Habt ihr morgen Zeit? | Haben Sie morgen Zeit? | Bist du morgen frei? | Werden Sie morgen frei sein?,""""" Та нар ирээ юу? | """" Та нар ирээ юу? | """" Та нар ирээ юу? | """" Тэд ирээ юу?",Sei libero domani? | È libero domani? | È liber domani? | Sei liber domani? | Siete liber domani? | Siete libere domani? | Tu sei liber domani? | Tu sei libero domani?,あなたは明日お暇ですか。 | 明日暇?,你明天有空吗?,Czy jesteś jutro wolny? | Masz jutro czas?,Você está livre amanhã? | Vocês estão livres amanhã? | Você vai ter tempo amanhã? | Você tem tempo amanhã? | Vocês têm tempo amanhã?,Вы завтра свободны? | Ты завтра свободен? | Ты завтра свободна? | Вы будете завтра свободны? | Ты завтра не занят? | Ты будете завтра свободен? | Ты будете завтра свободна? | Вы завтра будете свободны?,¿Tienes libre mañana? | ¿Estáis libres mañana?,നിനക്കെന്താ വേണ്ടത്?,Вы завтра вільні? | Ви завтра вільні? | Ти завтра вільна?
510,68937,I admire you.,Ihailen sinua.,I admire you.,Je t'admire. | Je vous admire.,Ich bewundere euch. | Ich bewundere dich.,Já tě oceňuji. | Já tě oceňuji.,Ti ammiro. | Io ti ammiro. | Vi ammiro. | Io vi ammiro. | L'ammiro. | Io l'ammiro.,君に憧れてるの。,我欣赏你。,Podziwiam cię. | Podziwiam był.,Eu te ఆశంసించు.,"我爱你,我爱你,我爱你,我爱你,我爱你,我爱你。",Te admiro.,Sana hayranım.,Я захоплююсь вами. | Я захоплююсь вами.
511,68948,Are you busy?,നിനക്കെന്താ ഇത്ര തിരക്ക്?,Are you busy? | Are you busy?,Es-tu occupé? | Êtes-vous occupé? | Êtes-vous occupée? | Es-tu occupé? | Es-tu occupée? | Es-tu occupée? | Êtes-vous occupés? | Êtes-vous occupées?,Bist du beschäftigt? | Sind Sie beschäftigt? | Hast du zu tun? | Habt ihr zu tun? | Sie waren beschäftigt? | Haben Sie zu tun?,Jsi zaneprázdněná? | Jsi zaneprázdněná?,Sei occupato? | Sei occupata?,忙しいんですか?,你忙吗? | 你忙不忙? | 你忙吗? | 你忙吗?,Czy jesteś zajęty?,Estás ocupado? | Estás ocupada?,Ты занят? | Ты занята? | Вы заняты?,¿Estás ocupado? | ¿Estás ocupada? | ¿Está usted ocupada? | ¿Está ocupado? | ¿Está usted ocupado? | ¿Está usted ocupado?,Meşgul müsün? | Meşgul müsünüz?,Ты зайнятий? | Ви зайнятий? | Ви зайнятий? | Ти зайнятий? | Ви зайняті?
512,68954,Are you studying?,Opiskeletko?,Are you studying? | Are you studying? | Are you studying?,Étudiez-vous? | Étudies-tu? | Vous étudiez? | Tu étudies?,Studyrst du? | Lernst du gerade?,ایا تاسو زده کوئ؟ | تاسو לומדת؟,Přestaň studovat? | Ty studuješ? | Stát studuješ? | Voi stát studuješ? | Sta studuješ? | Lei sta studuješ?,| 勉強しているのの?,あなたは学んでいるか? | 您学习吗?,Studiujesz? | Uczysz się?,You are studying? | You are studying?,Ты занимаешься? | Вы занимаетесь? | Учишься?,زده کړه؟ | زده کړه؟ | زده کړه؟ | زده کړه؟ | زده کړه؟,වැඩ කරනවද?,Ти вчишся? | Ви вчитеся?
