,index,english,translated_from_chinese,translated_from_dutch,translated_from_finnish,translated_from_french,translated_from_german,translated_from_hebrew,translated_from_italian,translated_from_japanese,translated_from_polish,translated_from_russian,translated_from_spanish,translated_from_turkish,translated_from_ukrainian
73674,257783,He wrote a letter yesterday.,He wrote a letter yesterday.,He wrote a letter yesterday.,He wrote a letter yesterday.,He wrote a letter yesterday.,He wrote a letter yesterday.,He wrote a letter yesterday.,He wrote a letter yesterday.,He wrote a letter yesterday.,He wrote a letter yesterday.,He wrote a letter yesterday.,He wrote a letter yesterday.,He wrote a letter yesterday.,He wrote a letter yesterday.
73698,257809,I was busy yesterday.,I was busy yesterday.,I was busy yesterday.,I was busy yesterday.,I was busy yesterday.,I was busy yesterday.,I was busy yesterday.,I was busy yesterday.,I was busy yesterday.,I was busy yesterday.,I was busy yesterday.,I was busy yesterday.,I was busy yesterday.,I was busy yesterday.
73707,257819,I retired last year.,I retired last year.,I retired last year.,I retired last year.,I retired last year.,I retired last year.,I went out in the last year.,I retired last year.,I retired last year.,I retired last year.,I retired last year.,I retired last year.,I retired last year.,I was released last year.
74284,258457,I wrote a letter.,I wrote a letter.,I wrote a letter.,I wrote a letter.,I wrote a letter.,I wrote a letter.,I wrote a letter.,I wrote a letter.,I wrote a letter.,I wrote a letter.,I wrote a letter.,I wrote a letter.,I wrote a letter.,I wrote a letter.
74510,258713,I laughed.,I laughed.,I laughed.,I laughed.,I laughed.,I laughed.,I laughed.,I laughed.,I laughed.,I laughed.,I laughed.,I laughed.,I laughed.,I laughed.
74564,258769,I overslept.,I slept my head.,I was sleeping.,I slept at the bomb.,I slept too much.,I was sleeping.,I did not wake up in time.,I slept too much.,I was sleeping.,I slept.,I was sleeping.,I stayed asleep.,I was sleeping.,I was sleeping.
74638,258845,I know the truth.,I know the truth.,I know the truth.,I know the truth.,I know the truth.,I know the truth.,I know the truth.,I know the truth.,I know the truth.,I know the truth.,I know the truth.,I know the truth.,I know the truth.,I know the truth.
74773,258994,I'm not a student.,I am not a student.,I am not a student.,I am not a student.,I am not a student.,I am not a student.,I am not a student.,I am not a student.,I am not a student.,I am not a student.,I am not a student.,I am not a student.,I am not a student.,I am not a student.
74799,259020,I have a new red car.,I have a new red train.,I have a red car.,I have a red car.,I have a red car.,I have a new red car.,I have a red car.,I have a red car.,I have a red car.,I have a red car.,I have a red car.,I have a red car.,I have a red car.,I have a red car.
74809,259030,I've lost my ticket.,I lost my tickets.,I lost my ticket.,I lost my flag.,I lost my ticket.,I lost my ticket.,I lost my ticket.,I lost my ticket.,I lost my ticket.,I lost my ticket.,I lost my ticket.,I lost my ticket.,I lost my ticket.,I lost my ticket.
74823,259045,I was in London last month.,Last month I was in London.,I was in London last month.,I was in London last month.,I was in London last month.,I was in London last month.,I was in London last month.,I was in London last month.,I was in London last month.,I was in London last month.,Last month I was in London.,I was in London last month.,I was in London last month.,I was in London last month.
74847,259069,I am a teacher.,I am a teacher.,I am a teacher.,I am a teacher.,I am a teacher.,I am a teacher.,I am a teacher.,I am a teacher.,I am a teacher.,I am a teacher.,I am a teacher.,I am a teacher.,I am a teacher.,I am a teacher.
74848,259070,I am not a teacher.,I am not a teacher.,I am not a teacher.,I am not a teacher.,I am not a teacher.,I am not a teacher.,I am not a teacher.,I am not a teacher.,I am not a teacher.,I am not a teacher.,I am not a teacher.,I am not a teacher.,I am not a teacher.,I am not a teacher.
74945,259190,I run.,I run.,I ren.,I will run.,I run.,I renne.,I wanted.,I run.,I am running.,I will run.,I will run.,I run.,I run.,I run.
74984,259233,I'm proud of my son.,I am proud of my son.,I am proud of my son.,I am proud of my son.,I am proud of my son.,I am proud of my son.,I am proud of my son.,I am proud of my son.,I am proud of my son.,I am proud of my son.,I am proud of my son.,I am proud of my son.,I am proud of my son.,I am proud of my son.
75037,259288,I'm healthy.,I am good body.,I am healthy.,I am healthy.,I am healthy.,I am in good health.,I am healthy.,I am in good health.,My body is healthy.,I am healthy.,I am healthy.,I am healthy.,I am healthy.,I am healthy.
75155,259413,I'm afraid of earthquakes.,I fear the earthquake.,I am afraid of earthquakes.,I am afraid of earthquakes.,I am afraid of earthquakes.,I am afraid of earthquakes.,I am afraid of earthquakes.,I am afraid of earthquakes.,I am afraid of earthquakes.,I am afraid of earthquakes.,I am afraid of earthquakes.,I am afraid of earthquakes.,I am afraid of earthquakes.,I am afraid of earthquakes.
75470,259747,I love reading books.,I like to read books.,I like to read books.,I love reading books.,I love to read books.,I like to read books.,I like to read books.,I like to read books.,I like reading.,I love reading books.,I like to read books.,I like to read books.,I love reading books.,I like to read books.
75593,259880,I do not have a cat.,I have no cat.,I don’t have a cat.,I don’t have a cat.,I don’t have a cat.,I don’t have a cat.,I have no cat.,I don’t have a cat.,I don’t have a cat.,I don’t have a cat.,I have no cats.,I don’t have a cat.,I have no cat.,I don’t have a cat.
76817,261221,I love her.,I love her.,I love her.,I love him.,I love him.,I love you.,I love her.,I love her.,I am in love with her.,I love her.,I love her.,I love her.,I love him.,I love her.
77052,261477,I'm poor.,I am poor.,I am poor.,I am poor.,I am poor.,I am poor.,I am poor.,I am poor.,I am poor.,I am poor.,I am poor.,I am poor.,I am poor.,I am poor.
77065,261490,I've never climbed Mt. Fuji.,I have never climbed the Fuji Mountains.,I have never climbed Mount Fuji.,I’ve never climbed the Fuji mountain.,I have never climbed Mount Fuji.,I have never risen to the Fuji.,I’ve never climbed the Mountains.,I have never climbed Mount Fuji.,I have never climbed Mount Fuji.,I have never climbed the Fuji mountain.,I’ve never climbed to Fuji.,I have never climbed Mount Fuji.,I have never climbed to Mount Fuji.,I’ve never risen to Fujimori.
77275,261721,I'm busy.,I am busy.,I am busy.,I have a hurry.,I am busy.,I am busy.,I am busy.,I am busy.,I am busy.,I am busy.,I am busy.,I am busy.,I am busy.,I am busy.
77387,261849,I run every day.,I run every day.,I rush every day.,I run every day.,I run every day.,I run every day.,I run every day.,I run every day.,I run every day.,I run every day.,I run every day.,I run every day.,I run every day.,I walk every day.
77691,262179,I have an egg.,I have an egg.,I have an egg.,I have an egg.,I have an egg.,I have an egg.,I have an egg.,I have an egg.,I have one egg.,I have an egg.,I have an egg.,I have an egg.,I have an egg.,I have an egg.
77726,262220,I live with my parents.,I live with my parents.,I live with my parents.,I live with my parents.,I live with my parents.,I live with my parents.,I live with my parents.,I live with my parents.,I live with my parents.,I live with my parents.,I live with my parents.,I live with my parents.,I live with my parents.,I live with my parents.
77743,262240,I like apples.,I like apples.,I love apples.,I like apples.,I love apples.,I like apples.,I love apples.,I like apples.,I like the linen.,I love apples.,I love apples.,I like the apples.,I love apples.,I love apples.
77810,262315,I broke my arm.,My arm was broken.,I broke my arm.,I mounted my hand.,I broke my arm.,I broke my arm.,I broke my arm.,I broke my arm.,I broke my arm.,I broke my hand.,I broke my hand.,I broke my arm.,I broke my hand.,I broke my hand.
77834,262339,"I think so, too.",I also think so.,I think that too.,I also agree.,I think it too.,I think it too.,I also think so.,I also think.,I also think so.,I also think so.,I also think so.,I also believe it.,I think so too.,I also think so.
77908,262424,Please help me.,Please help me.,Please help me.,Would you help?,Please help me.,Help me please.,Please help me.,Please help me.,Please help me.,Please help me.,Please help me.,Please take a hand.,Please help me.,Help me please.
78717,263406,Poets write poems.,The poet writes poetry.,Poets write poems.,Poets write poems.,Poets write poems.,Poets write poems.,Poets write a song.,Poets write poems.,The poet writes poetry.,Poets write poems.,Poets write poems.,Poets write poems.,Poets write poems.,Poets write poems.
79144,263886,Time flies.,Time is flying.,The time flies.,Time to run.,The time escapes.,Time is flying.,Time is flying.,Time is flying.,Time is too early.,Time is flying.,Time is flying.,The time flies.,Time passes quickly.,Time is flying.
79970,264824,Respect yourself.,A bit of self-esteem.,Respect yourself.,Respect yourself.,Respect to yourself.,Respect yourself.,Respect yourself.,Respect yourself.,Take care of yourself.,Respect yourself.,Respect yourself.,Respect yourself.,Respect yourself.,Respect yourself.
80319,265233,What actually happened?,What exactly happened.,What has actually happened?,What really happened?,What happened in reality?,What has actually happened?,What actually happened?,What really happened?,What really happened?,What really happened?,What really happened?,What happened in reality?,What really happened?,What really happened?
80482,265406,I wish I had a car.,I hope I have a car.,I only had a car.,If I had a car.,I would like to have a car.,I wish I had a car.,I wish I had a car.,I want a car.,If there was a car.,I am sorry I don’t have a car.,I would like a car.,I wish I had a car.,I wish I had a car.,I’m sorry I don’t have a car.
