,index,english,translated_from_chinese,translated_from_dutch,translated_from_finnish,translated_from_french,translated_from_german,translated_from_hebrew,translated_from_italian,translated_from_japanese,translated_from_polish,translated_from_russian,translated_from_spanish,translated_from_turkish,translated_from_ukrainian
69304,252832,I do not understand you.,I don't understand you.,Ez dut ulertzen.,Ez dizut ulertzen.,Ez dizut ulertzen.,Ez dizut ulertzen.,Je ne comprends pas ce que tu veux dire.,Ez dizut ulertzen.,"Mi ne scias, kion vi diras.",Ez dizut ulertzen.,Ez dut ulertzen.,Ez dizut ulertzen.,I don't understand you.,Ez dizut ulertzen.
69426,252983,I don't drink much wine.,I'm not drinking.,Mi ne trinkas multe da vino.,I don't drink much wine.,Ur ssfeɣ ara aṭas n ccrab.,Mi ne trinkas multe da vino.,Je ne bois pas beaucoup de vin.,Mi ne trinkas multe da vino.,Mi ne trinkas tro da vino.,I don't drink much wine.,Mi ne trinkas multe da vino.,Mi ne trinkas multe da vino.,I don't drink much wine.,Mi ne trinkas multe da vino.
69502,253071,I have a friend in England.,I have a friend in England.,Mi havas amikon en Anglujo.,Lagun bat dut Ingalaterran.,Sɛiɣ yiwen n umeddakel deg Teglalazt.,Mi havas amikon en Anglujo.,J'ai un ami en Angleterre.,Mi havas amikon en Anglujo.,Mi havas amikojn en Anglujo.,I have a friend in England.,Mi havas amikon en Anglujo.,Mi havas amikon en Anglujo.,I have a friend in England.,Mi havas amikon en Anglujo.
70203,253848,I have a computer.,I have a computer.,Mi havas komputilon.,Ordenagailu bat daukat.,Sɛiɣ aselkim.,Mi havas komputilon.,J'ai un ordinateur.,Mi havas komputilon.,Mi havas komputilon.,Ordenagailua daukat.,Mi havas komputilon.,Mi havas komputilon.,Mi havas komputilon.,Mi havas komputilon.
70649,254335,I don't know how to spell the word.,I don't know how to spell this word.,"Mi ne scias, kiel literumi la vorton.",I don't know how to put this word.,Ur ẓriɣ ara amek ara ad d-ssureɣ awal-a.,"Mi ne scias, kiel literumi la vorton.",Je ne sais pas comment écrire ce mot.,I don't know how to spell the word.,저는 그 단어를 어떻게 쓰는지 모릅니다.,I don't know how to spell that word.,"Mi ne scias, kiel oni skribas tiun vorton.","Mi ne scias, kiel literumi la vorton.",I don't know how to spell the word.,"Mi ne scias, kiel oni skribas tiun vorton."
71093,254847,I'm glad to hear that.,I'm glad to hear that.,I'd love to hear that.,That's good to hear.,Ferḥeɣ mi sliɣ akka.,Pozten naiz hori entzuteaz.,Je suis heureux de l'entendre.,-Ez horregatik.,정말 좋은 일이죠.,I'm glad to hear that.,I'm glad to hear that.,I'm glad to hear that.,I'm glad to hear that.,I'm glad to hear that.
71253,255034,I like chocolate.,I like chocolate.,Mi ŝatas ĉokoladon.,Txokolatea gustatzen zait.,Ḥemmleɣ ccakula.,Mi ŝatas ĉokoladon.,J'aime le chocolat.,Mi ŝatas ĉokoladon.,Mi ŝatas ĉokoladon.,I like chocolate.,Mi ŝatas ĉokoladon.,Mi ŝatas ĉokoladon.,I like chocolate.,Mi ŝatas ĉokoladon.
71273,255055,I hid under the table.,I'm hiding under the table.,Mi kaŝis min sub la tablo.,I went under the table.,Ɣeffer-iyi ddaw n ṭṭabla.,Mi kaŝis min sub la tablo.,Je me suis caché sous la table.,Mi kaŝis min sub la tablo.,Mi kaŝis min sub la tablo.,I was hiding under the table.,Mi kaŝis min sub la tablo.,Mi kaŝis min sub la tablo.,I hid under the table.,Mi kaŝis min sub la tablo.
71297,255080,I like tennis.,I like tennis.,Mi ŝatas tenison.,Tenisa gustatzen zait.,Ḥemmleɣ tennis.,Mi ŝatas tenison.,J'aime le tennis.,Mi ŝatas tenison.,Mi ŝatas tenison.,Mi ŝatas tenison.,Mi ŝatas tenison.,Mi ŝatas tenison.,I love tennis.,Mi ŝatas tenison.
71529,255340,I'd like to live in New York.,I want to live in New York.,Mi ŝatus loĝi en Novjorko.,I'd love to live in New York.,Bɣiɣ ad zedɣeɣ deg temdint n New York.,Mi ŝatus vivi en Novjorko.,Je voudrais vivre à New York.,Mi ŝatus vivi en Novjorko.,Mi volas loĝi en Novjorko.,I'd like to live in New York.,Mi ŝatus loĝi en Novjorko.,Mi ŝatus loĝi en Novjorko.,I want to live in New York.,Mi ŝatus loĝi en Novjorko.
71804,255644,I'm happy to see you again.,It's good to see you again.,- Good to see you again. - Good to see you.,It's good to see you again.,It's good to see you again.,Pozten naiz zu berriro ikusteaz.,Je suis heureux de te revoir.,I'm glad to see you again.,다시 만나서 반가워요,It's good to see you again.,It's good to see you again.,It's good to see you again.,I'm glad to see you again.,It's good to see you again.
71867,255717,I gave Mary a book.,I gave Mary a book.,Mi donis libron al Manjo.,I gave Mary the book.,Fkiɣ adlis i Mary.,Mi donis libron al Manjo.,J'ai donné à Marie un livre.,Mi donis libron al Manjo.,Mi metis libron sur Manjon.,Mi donis al Manjo libron.,Mi donis al Manjo la libron.,Mi donis libron al Manjo.,Mi donis libron al Manjo.,Mi donis al Manjo libron.
72048,255926,I like to eat apples.,I like to eat apples.,Mi ŝatas manĝi pomojn.,Mi ŝatas manĝi pomojn.,Ḥemmleɣ ad ččeɣ taεmerḍit.,Mi ŝatas manĝi pomojn.,Me gusta comer manzanas de árbol.,Mi ŝatas manĝi pomojn.,Mi ŝatas manĝi pomojn.,Mi ŝatas manĝi pomojn.,Mi ŝatas manĝi pomojn.,Mi ŝatas manĝi pomojn.,Mi ŝatas manĝadon de pomoj.,Mi ŝatas manĝi pomon.
72156,256043,I bought a book.,I bought a book.,Mi aĉetis libron.,Liburu bat erosi dut.,Uɣeɣ adlis.,Mi aĉetis libron.,Compré un libro.,Mi aĉetis libron.,Mi aĉetis libron.,Mi aĉetis libron.,Mi aĉetis libron.,Mi aĉetis libron.,Mi aĉetis libron.,Mi aĉetis libron.
72280,256178,I can swim.,I'm going to swim.,Mi scipovas naĝi.,Igeri egiten dakit.,Ssneɣ ad rnuɣ.,Mi scipovas naĝi.,Je sais nager.,Mi povas naĝi.,Mi scipovas naĝi.,Igeri egiten dakit.,Mi scipovas naĝi.,Mi scipovas naĝi.,I can swim.,Mi scipovas naĝi.
72329,256236,I study English.,I'm learning English.,Mi studas la anglan.,Mi lernas la anglan.,Ttεeẓẓleɣ taglizit.,Mi studas la anglan.,Je suis en train d'apprendre l'anglais.,Mi studas la anglan.,Mi lernas la anglan.,Mi studas la anglan.,Mi lernas la anglan.,Mi studas la anglan.,I'm studying English.,Mi lernas la anglan.
72890,256891,I like fish.,I like fish.,Mi ŝatas fiŝojn.,Arraina gustatzen zait.,Ḥemmleɣ iselman.,Mi ŝatas fiŝon.,J'aime les poissons.,Mi ŝatas fiŝon.,Mi ŝatas fiŝojn.,Arrainak gustatzen zaizkit.,Mi ŝatas fiŝon.,Mi ŝatas fiŝon.,Mi ŝatas fiŝojn.,Mi ŝatas fiŝojn.
72970,256982,I'm going to the bank.,I'm going to the bank.,I'm going to the bank.,I'm going to the bank.,I'm going to the bank.,Banku batera noa.,Je vais à la banque.,I'm going to the bank.,Mi iras al la banko.,I'm going to the bank.,I'm going to the bank.,I'm going to the bank.,I'm going to the bank.,Mi iras al la banko.
73077,257112,I like your car.,I like your car.,I like your car.,I like your car.,I like your car.,Mi ŝatas vian aŭton.,J'aime bien votre voiture.,I like your car.,Mi ŝatas vian aŭton.,I like your car.,Mi ŝatas vian aŭton.,Mi ŝatas vian aŭton.,I like your car.,Mi ŝatas vian aŭton.
73078,257113,I need your help.,I need your help.,I need your help.,Zure laguntza behar dut.,I need your help.,Zure laguntza behar dut.,J'ai besoin de ton aide.,I need your help.,Zure laguntza behar dut.,I need your help.,I need your help.,I need your help.,I need your help.,Mi bezonas vian helpon.
73156,257204,I'm married.,I'm married.,Ezkonduta nago.,Ezkonduta nago.,Ezkonduta nago.,Ezkonduta nago.,Je suis marié.,Ezkonduta nago.,Mi estas edziĝinta.,Ezkonduta nago.,Ezkonduta nago.,Ezkonduta nago.,I'm married.,Mi estas edziĝinta.
73213,257266,I have lost my key.,I lost my keys.,Mi perdis mian ŝlosilon.,I lost my keys.,Ufiɣ tasuturt-iw.,Mi perdis mian ŝlosilon.,J'ai perdu ma clé.,Mi perdis mian ŝlosilon.,Mi perdis la ŝlosilon.,Mi perdis mian ŝlosilon.,Mi perdis mian ŝlosilon.,Mi perdis la ŝlosilon.,I lost my key.,Mi perdis mian ŝlosilon.
73281,257340,I'll join you later.,I'll be right back.,I'll join you later.,I'll join you later.,I'll meet you guys later.,Gero etorriko naiz.,Je vous rejoindrai plus tard.,I'll catch up with you later.,나중에 같이 갈게요,I'll join you later.,I'll join you later.,I'll meet you later.,I'll join you later.,Geroago joango naiz.
73426,257499,I'm on vacation.,I'm on vacation.,Oporretan nago.,Oporretan nago.,I'm on vacation.,Oporrak ditut.,Estoy libre.,Mi estas ferio.,Mi nun ferias.,I'm on vacation.,I'm on vacation.,I'm on vacation.,I'm on vacation.,Mi estas ferio-ferio.
73674,257783,He wrote a letter yesterday.,He wrote a letter yesterday.,Hieraŭ li skribis leteron.,Ŝi skribis leteron hieraŭ.,Iḍelli yura tabrat.,Li hieraŭ skribis leteron.,Il a écrit une lettre hier.,Hieraŭ li skribis leteron.,Li skribis leteron hieraŭ.,He wrote a letter yesterday.,Li skribis leteron hieraŭ.,Hieraŭ li skribis leteron.,Li skribis leteron hieraŭ.,Li skribis leteron hieraŭ.
73698,257809,I was busy yesterday.,I was busy yesterday.,Mi estis okupita hieraŭ.,I was busy yesterday.,Lliɣ xeddmeɣ iḍelli.,Mi estis okupita hieraŭ.,"Hier, j'étais occupé.",Mi estis okupita hieraŭ.,Mi estis okupita hieraŭ.,Hieraŭ mi estis okupata.,Hieraŭ mi estis okupata.,Hieraŭ mi estis okupata.,I was busy yesterday.,Mi estis okupita hieraŭ.
73707,257819,I retired last year.,I retired last year.,Mi pensiiĝis pasintjare.,I retired last year.,D aseggas iɛeddan i d-uɣeɣ ɣer tṛebḥit.,Mi pensiiĝis pasintjare.,J'ai pris ma retraite l'année dernière.,Mi pensiiĝis pasintjare.,저는 작년에 은퇴했습니다.,I retired last year.,Mi pensiiĝis pasintjare.,Mi retiriĝis pasintjare.,I retired last year.,Mi maldungiĝis pasintjare.
74284,258457,I wrote a letter.,I wrote a letter.,Mi skribis leteron.,Gutun bat idatzi dut.,Uriɣ tabrat.,Mi skribis leteron.,J'ai écrit une lettre.,Mi skribis leteron.,Mi skribis leteron.,I wrote a letter.,Mi skribis leteron.,Mi skribis leteron.,I wrote a letter.,Mi skribis leteron.
74510,258713,I laughed.,I laughed.,Barre egin nuen.,Barre egin dut.,Barre egin nuen.,Barre egiten ari nintzen.,Me reía.,Mi ridis.,저는 웃었습니다.,Barre egin dut.,Mi ridis.,Barre egin nuen.,I was laughing.,Mi ridis.
74564,258769,I overslept.,I'm asleep at the wheel.,Lo hartu dut.,I fell asleep on a bomb.,I slept too much.,Lo hartu dut.,Je ne me suis pas réveillé à temps.,I slept too much.,- 난 잠자리에 들었어,Lo geratu naiz.,Lo egin dut.,I fell asleep.,I fell asleep.,Mi dormis.
74638,258845,I know the truth.,I know the truth.,I know the truth.,I know the truth.,Ẓriɣ tidet.,Mi scias la veron.,Je sais la vérité.,Mi konas la veron.,난 진실을 알고 있어,I know the truth.,Mi scias la veron.,I know the truth.,I know the truth.,Mi scias la veron.
74773,258994,I'm not a student.,I'm not a student.,Mi ne estas studento.,Ez naiz ikaslea.,Mačči d anelmad i lliɣ.,Mi ne estas studento.,Je ne suis pas étudiante.,Mi ne estas studento.,Mi ne estas studento.,Ez naiz ikaslea.,Mi ne estas lernanto.,Mi ne estas studento.,Mi ne estas studento.,Mi ne estas studento.
74799,259020,I have a new red car.,I have a new red car.,Mi havas novan ruĝan aŭton.,I got a new red car.,Sɛiɣ takeṛṛust tamaynut tazegzazt.,Mi havas novan ruĝan aŭton.,"J'ai une nouvelle voiture, rouge.",Mi havas novan ruĝan aŭton.,Mi havas novan ruĝan aŭton.,I got a new red car.,Mi havas novan ruĝan aŭton.,Mi havas novan ruĝan aŭton.,I got a new red car.,Mi havas novan ruĝan aŭton.
74809,259030,I've lost my ticket.,I threw away my ticket.,Mi perdis mian bileton.,I've lost my ticket.,Ufiɣ asebter-iw.,Mi perdis mian bileton.,J'ai perdu mon billet de visite.,Mi perdis mian bileton.,저는 제 티켓을 잃었습니다.,I lost my ticket.,Mi perdis mian bileton.,Mi perdis mian bileton.,I lost my ticket.,Mi perdis mian bileton.
74823,259045,I was in London last month.,I was in London last month.,Mi estis en Londono lastan monaton.,I was in London last month.,Lliɣ di London ayyur yezrin.,Mi estis en Londono lastan monaton.,J'étais à Londres le mois dernier.,Mi estis en Londono lastan monaton.,Mi estis en Londono la pasintan monaton.,Mi estis en Londono lastan monaton.,Mi estis en Londono lastan monaton.,Mi estis en Londono lastan monaton.,Mi estis en Londono lastan monaton.,Mi estis en Londono lastan monaton.
74847,259069,I am a teacher.,I'm a teacher.,Mi estas instruisto.,Irakaslea naiz.,Nekk d aselmad.,Mi estas instruistino.,Soy un maestro.,Mi estas instruisto.,Mi estas instruisto.,Irakaslea naiz.,Mi estas instruisto.,Mi estas instruisto.,Mi estas instruisto.,Mi estas instruisto.
74848,259070,I am not a teacher.,I'm not a teacher.,Mi ne estas instruisto.,Ez naiz irakaslea.,Mačči d aselmad i lliɣ.,Mi ne estas instruisto.,No soy un maestro.,Mi ne estas instruisto.,Mi ne estas instruisto.,Ez naiz irakaslea.,Mi ne estas instruisto.,Ez naiz maisu bat.,I'm not a teacher.,Mi ne estas instruisto.
74945,259190,I run.,I ran.,Korrika egiten dut.,Korrika egingo dut.,Korrika noa.,Korrika egiten dut.,Je veux courir.,Mi kuras.,Lasterka egingo dut.,Korrika egiten ari naiz.,Korrika egiten ari naiz.,Korrika egiten dut.,I'll run.,Mi kuras.
74984,259233,I'm proud of my son.,I am proud of my son.,I'm proud of my son.,Harro nago nire semeaz.,I'm proud of my son.,Mi fieras pri mia filo.,Je suis fière de mon fils.,Mi fieras pri mia filo.,Mi estas fiera pri mia filo.,I'm proud of my son.,Mi fieras pri mia filo.,I'm proud of my son.,I'm proud of my son.,Mi fieras pri mia filo.
75037,259288,I'm healthy.,I'm fine.,Mi estas sana.,Osasuntsu nago.,Osasunez nago.,Mi estas en bona sano.,Estoy sano.,Mi estas sana.,저는 건강합니다.,Osasuntsu nago.,Ondo nago.,Osasuntsu nago.,I'm all right.,Mi estas sana.
75155,259413,I'm afraid of earthquakes.,Lurrikara baten beldur naiz.,Mi timas tertremojn.,Lurrikara baten beldur naiz.,Ugadeɣ lqaεa.,Mi timas tertremojn.,J'ai peur des tremblements de terre.,Mi timas tertremojn.,지진이 두렵다,Mi timas tertremojn.,Mi timas tertremojn.,Mi timas la tertremojn.,I'm afraid of earthquakes.,Mi timas tertremojn.
75470,259747,I love reading books.,I love to read.,Mi tre ŝatas legi librojn.,Mi amas legi librojn.,Ḥemmleɣ ad ɣreɣ idlisen.,Mi tre ŝatas legi librojn.,J'aime lire des livres.,Mi ŝatas legi librojn.,Mi ŝatas legi.,Mi amas legi librojn.,Mi ŝatas legi librojn.,Mi ŝatas legi librojn.,Mi ŝatas legi librojn.,Mi ŝatas legi librojn.
75593,259880,I do not have a cat.,I don't have a cat.,Mi ne havas katon.,Mi ne havas katon.,Ur sɛiɣ ara amcic.,Mi ne havas katon.,Je n'ai pas de chat.,Mi ne havas katon.,Mi ne havas katon.,Ez daukat katurik.,Mi ne havas katon.,Mi ne havas katon.,Mi ne havas katon.,Mi ne havas katon.
76817,261221,I love her.,I love her.,Maite dut.,Maite dut.,Maite dut.,Maite dut.,Je l'aime.,Maite dut.,난 그녀를 사랑해,Maite dut.,Mi amas ŝin.,Maite dut.,I love her.,Mi amas ŝin.
77052,261477,I'm poor.,I'm poor.,Mi estas malriĉa.,Gaiztoa naiz.,Gaiztoa naiz.,Mi estas malriĉa.,Soy pobre.,Mi estas malriĉa.,Mi estas malriĉa.,Gaiztoa naiz.,Mi estas malriĉa.,Mi estas malriĉa.,Mi estas malriĉa.,Mi estas malriĉa.
77065,261490,I've never climbed Mt. Fuji.,I've never climbed Mount Fuji.,Mi neniam grimpis la monton Fuĵi.,Ez naiz inoiz Fuji mendira igo.,Werǧin i d-rnuɣ adrar n Fuji.,Mi neniam supreniris Fuĵi-on.,Je n'ai jamais monté sur le mont Fugi.,Mi neniam grimpis la monton Fuĵi.,Mi neniam grimpis Fuĵi-monton.,Ez naiz inoiz Fuji mendira igo.,I've never been on a Fuji.,Mi neniam grimpis la monton Fuĵi.,I've never climbed Mt. Fuji.,Ez naiz inoiz Fujian igo.
77275,261721,I'm busy.,I'm busy.,Lanpetuta nago.,Lanpetuta nago.,Lanpetuta nago.,Mi estas okupata.,Je suis occupé.,Lanpetuta nago.,Lanpetuta nago.,Lanpetuta nago.,Lanpetuta nago.,Lanpetuta nago.,Lanpetuta nago.,Mi estas okupata.
77387,261849,I run every day.,I run every day.,Mi kuras ĉiutage.,Egunero egiten dut lasterka.,Ttruḥeɣ yal ass.,Mi kuras ĉiutage.,Je cours tous les jours.,Mi kuras ĉiutage.,Mi kuras ĉiutage.,Egunero egiten dut lasterka.,Mi kuras ĉiutage.,Mi kuras ĉiutage.,I run every day.,Mi kuras ĉiutage.
77691,262179,I have an egg.,I have an egg.,Mi havas ovon.,Arrautza bat daukat.,Sɛiɣ tazewwact.,Mi havas ovon.,J'ai un œuf.,Mi havas ovon.,Mi havas unu ovon.,I got an egg.,Mi havas ovon.,Mi havas ovon.,I got an egg.,Mi havas ovojn.
77726,262220,I live with my parents.,I live with my parents.,Mi loĝas kun miaj gepatroj.,I live with my parents.,Tzedɣeɣ d imawlan-iw.,Mi loĝas ĉe miaj gepatroj.,Je vis avec mes parents.,Mi loĝas kun miaj gepatroj.,Mi loĝas kun miaj gepatroj.,I live with my parents.,Mi loĝas kun miaj gepatroj.,Mi loĝas kun miaj gepatroj.,I live with my parents.,Mi loĝas kun miaj gepatroj.
77743,262240,I like apples.,I like apples.,Mi ŝatas pomojn.,Mi ŝatas pomojn.,Ḥemmleɣ tiffaḥin.,Mi ŝatas pomojn.,J'aime les pommes.,Mi ŝatas pomojn.,Mi ŝatas la arbaranon.,Mi ŝatas pomojn.,Mi ŝatas pomojn.,Mi ŝatas pomojn.,Mi ŝatas pomojn.,Mi ŝatas pomojn.
77810,262315,I broke my arm.,My arm is broken.,Mi rompis mian brakon.,Eskua hautsi dut.,Uɣeɣ-d axeddam.,Mi rompis mian brakon.,J'ai cassé mon bras.,Mi rompis mian brakon.,Mi rompis la brakon.,Eskua hautsi dut.,Mi rompis mian manon.,Besoa hautsi zait.,I broke my arm.,Mi rompis la brakon.
77834,262339,"I think so, too.",I think so too.,I think so too.,I think so too.,I think so too.,Nik ere bai.,Je pense la même chose.,I think so too.,나도 그렇게 생각해요,I think so too.,I think so too.,I think so too.,I think so too.,I think so too.
77908,262424,Please help me.,Please help me.,Please help me.,Can you help me?,I'm asking you to help me.,"Help me, please.","Aidez-moi, s'il vous plaît.","Help me, please.",도와주세요,"Please, help me.",Please help me.,Please give me a hand.,Please help me.,Bonvolu helpi min.
78717,263406,Poets write poems.,The poet writes poetry.,Poetoj skribas poemojn.,Poetek olerkiak idazten dituzte.,Imedyazen ttaru-d isefra.,Poetoj skribas poemojn.,Les poètes écrivent des poèmes.,Poetoj skribas poemojn.,Poetoj skribas poemojn.,Poetek olerkiak idazten dituzte.,Poetoj skribas poemojn.,Poetoj skribas poemojn.,Poetoj skribas poemojn.,Poetoj skribas poemojn.
79144,263886,Time flies.,Time flies by.,Denbora azkar doa.,Denbora asko da.,Time is running out.,Denbora igarotzen da.,El tiempo pasa.,Denbora igarotzen da.,Denbora asko pasatzen da.,Denbora aurrera doa.,Denbora aurrera doa.,Denbora azkar igarotzen da.,Time is passing by fast.,Denbora aurrera doa.
79970,264824,Respect yourself.,A little self-esteem.,Errespetatu zeure burua.,Errespetatu zeure burua.,Errespetatu zeure burua.,Errespetatu zeure burua.,Respeta a ti mismo.,Errespetatu zeure burua.,"자, 자, 자, 자, 자, 자, 자, 자, 자, 자, 자, 자, 자, 자, 자, 자, 자, 자, 자, 자, 자, 자, 자, 자, 자, 자, 자, 자, 자, 자, 자, 자, 자, 자, 자, 자, 자, 자, 자, 자, 자, 자, 자, 자, 자, 자, 자, 자, 자, 자, 자, 자, 자, 자, 자, 자, 자, 자, 자, 자, 자, 자, 자, 자, 자, 자, 자, 자, 자, 자, 자, 자, 자, 자, 자, 자, 자, 자, 자, 자, 자, 자, 자, 자, 자, 자, 자, 자, 자, 자, 자, 자, 자, 자, 자, 자, 자, 자, 자,",Errespetatu zeure burua.,Errespetatu zeure burua.,You have to respect yourself.,You have to respect yourself.,Errespetatu zeure burua.
