,index,english,translated_from_chinese,translated_from_dutch,translated_from_finnish,translated_from_french,translated_from_german,translated_from_hebrew,translated_from_italian,translated_from_japanese,translated_from_polish,translated_from_russian,translated_from_spanish,translated_from_turkish,translated_from_ukrainian
70203,253848,I have a computer.,I have a computer.,Mi havas komputilon.,Ordenagailu bat daukat.,.مېنىڭ بىر كومپيۇتېرۇم بار.مېنىڭ بىر كومپيۇتېرۇم بار,Mi havas komputilon.,J'ai un ordinateur.,ကွန်ပြူတာတစ်ခုရှိတယ်,저는 컴퓨터를 가지고 있습니다.,Ordenagailua daukat.,Mi havas komputilon.,ကွန်ပြူတာတစ်ခုရှိတယ်,Mi havas komputilon.,Mi havas komputilon. Mi havas komputilon.
70649,254335,I don't know how to spell the word.,I don't know how to spell this word.,"Mi ne scias, kiel literumi la vorton.",I don't know how to put this word together. I can't spell it out.,Ur ẓriɣ ara amek ara ad d-ssureɣ awal-a.,"Mi ne scias, kiel literumi la vorton.",Je ne sais pas comment l'écrire.,.مەن بۇ سۆزنى قانداق يېزىشنى بىلەلمەيۋاتىمەن,저는 그 단어의 행렬을 모릅니다.,I don't know how to spell that word.,"Mi ne scias, kiel oni skribas tiun vorton.","Mi ne scias, kiel literumi la vorton.",I don't know how to spell the word.,"Mi ne scias, kiel oni skribas tiun vorton."
71093,254847,I'm glad to hear that.,I'm glad to hear that.,I'd love to hear that.,That's good to hear.,.مەن بۇلارنى ئاڭلاپ بەكلا خوشال بولدۇم. (سىزنى كۆرۈپ) بۇ ياخشى بولدى. (سىزنى كۆرۈپ) بۇ سىزگە ياخشى بولدى. (سىزنى كۆرۈپ) بۇ سىزگە ياخشى بولدى. (سىزنى كۆرۈپ) بۇ سىزگە ياخشى بولدى. (سىزنى كۆرۈپ) بۇ بەكلا خوشال بولدۇم. (سىزنى كۆرۈپ) بۇ ياخشى بولدى. (سىزنى كۆرۈپ) بۇ بەكلا خوشال بولدۇم. (سىزنى كۆرۈپ) بۇ (بىلگىنىڭگە) ناھايىتى خوشال بولدۇم. (سىزنى كۆرۈپ) بۇ (بىلگىنىڭگە) ناھايىتى خۇشالمەن. (سىزنى كۆرۈپ) بۇ (بىلگىنىڭگە) ناھايىتى خوشال بولدۇم. (سىزنى كۆرۈپ) بۇ (بىلگىنىڭگە) ناھايىتى خوشال بولدۇم. (سىزنى كۆرۈپ) بۇ (بىلگىنىڭگە) ناھايىتى خوشال بولدۇم. (سىزنى كۆرۈپ) بۇ (بىلگىنىڭگە) ناھايىتى خوشال بولدۇم. (سىزنى كۆرۈپ) (سىزنى كۆرۈپ) (سىزنى,.مەن بۇنى ئاڭلاشقا رازى..مەن بۇنى ئاڭلاشقا رازى..مەن بۇنى ئاڭلاشقا رازى..مەن بۇنى ئاڭلاشقا رازى..مەن بۇنى ئاڭلاشقا رازى..مەن بۇنى ئاڭلاشقا رازى..مەن بۇ سۆزنى ئاڭلاشقا رازى..مەن بۇ سۆزنى ئاڭلاشقا رازى..مەن بۇ سۆزنى ئاڭلاشقا رازى..مەن بۇ سۆزنى ئاڭلاشقا رازى..مەن بۇ سۆزنى ئاڭلاشقا رازى.,Je suis content d'entendre ça.,.شۇنداق بولدى..شۇنداق بولدى..شۇنداق بولدى..شۇنداق بولدى..شۇنداق بولدى..شۇنداق بولدى..شۇنداق بولدى.,정말 좋은 소식입니다. 정말 좋은 소식입니다.,I'm glad to hear that.,.مەن بۇنى ئاڭلاپ خوشال بولدۇم.مەن بۇ سۆزنى ئاڭلاپ خوشال بولدۇم.مەن بۇ سۆزنى ئاڭلاپ خوشال بولدۇم.مەن بۇ سۆزنى ئاڭلاپ خوشال بولدۇم.مەن بۇ سۆزنى ئاڭلاپ خوشال بولدۇم.مەن بۇ سۆزنى ئاڭلاپ خوشال بولدۇم.مەن بۇ سۆزنى ئاڭلاپ خوشال بولدۇم.مەن بۇ سۆزنى ئاڭلاپ خوشال بولدۇم.مەن بۇ سۆزنى ئاڭلاپ خوشال بولدۇم.مەن بۇ سۆزنى ئاڭلاپ خوشال بولدۇم.مەن بۇ سۆزنى ئاڭلاپ خوشال بولدۇم.مەن بۇ سۆزنى ئاڭلاپ خوشال بولدۇم.مەن بۇ سۆزنى ئاڭلاپ خوشال بولدۇم.مەن بۇ سۆزنى ئاڭلاپ خوشال بولدۇم.مەن بۇ سۆزنى ئاڭلاپ خوشال بولدۇم.مەن بۇ سۆزنى ئاڭلاپ خوشال بولدۇم,.مەن بۇنى ئاڭلاپ ناھايىتى خوشال بولدۇم.سىز ئۈچۈن ياخشى ئىش قىلىسىز.سىز ئۈچۈن ياخشى ئىش قىلىسىز.سىز ئۈچۈن ياخشى ئىش قىلىسىز ، شۇنداقمۇ ؟سىز ئۈچۈن ياخشى ئىش قىلىسىز.سىز ئۈچۈن بەكلا ياخشى ئىش قىلىسىز.سىز ئۈچۈن بۇ ياخشى ئىش قىلىسىز.سىز ئۈچۈن بۇ ياخشى ئىش قىلىسىز,I'm glad to hear that.,.مەن شۇنداق ئاڭلىغاندىن ناھايىتى خۇشالمەن. (شۇنداق ئاڭلىغاندىن ناھايىتى خۇشالمەن)
71253,255034,I like chocolate.,I like chocolate.,Mi ŝatas ĉokoladon.,Txokolatea gustatzen zait.,.مەن شوكولاتنى ياخشى كۆرىمەن,Mi ŝatas ĉokoladon.,J'aime le chocolat. Je suis amoureuse du chocolat.,.مەن چاۋكولاتنى ياخشى كۆرىمەن,저는 초콜릿을 좋아합니다.,I like chocolate. I like chocolate.,.مەن شوكولاتنى ياخشى كۆرىمەن,Mi ŝatas ĉokoladon.,I like chocolate.,Mi ŝatas ĉokoladon. Mi ŝatas ĉokoladon.
71273,255055,I hid under the table.,I'm hiding under the table.,Mi kaŝis min sub la tablo.,I went under the table.,.مېنىڭ قېشىمدا بىرەر نەرسە يوق ئىدى.,Mi kaŝis min sub la tablo.,Je me suis caché sous la table.,.مېنىڭ قېشىمدا بىرەر نەرسە يوق ئىدى.مېنىڭ قېشىمدا بىرەر نەرسە يوق ئىدى.مېنىڭ قېشىمدا بىرەر نەرسە يوق ئىدى.مېنىڭ قېشىمدا بىرەر نەرسە يوق ئىدى.مېنىڭ قېشىمدا بىر نەرسە يوق ئىدى.مېنىڭ قېشىمدا بىر نەرسە يوق ئىدى.مېنىڭ قېشىمدا بىر نەرسە يوق ئىدى.مېنىڭ قېشىمدا بىر نەرسە يوق ئىدى.مېنىڭ قېشىمدا بىر نەرسە يوق ئىدى.مېنىڭ قېشىمدا بىر نەرسە يوق ئىدى.مېنىڭ قېشىمدا بىر نەرسە يوق ئىدى.مېنىڭ قېشىمدا بىر نەرسە يوق ئىدى.مېنىڭ قېشىمدا بىر نەرسە يوق ئىدى.مېنىڭ قېشىمدا بىر نەرسە يوق ئىدى.مېنىڭ قېشىمدا بىر نەرسە يوق ئىدى.مېنىڭ قېشىمدا بىر نەرسە يوق ئىدى.مېنىڭ قېشىمدا بىر نەرسە يوق ئىدى.مېنىڭ قېشىمدا بىر نەرسە يوق ئىدى.مېنىڭ قېشىمدا بىر نەرسە يوق ئىدى.مېنىڭ قېشىمدا بىر نەرسە,Mi kaŝis min sub la tablo.,I was hiding under the table.,Mi kaŝis min sub la tablo.,Mi kaŝis min sub la tablo.,I hid under the table.,Mi kaŝis min sub la tablo.
71297,255080,I like tennis.,I love tennis. I love tennis.,Mi ŝatas tenison.,Tenisa gustatzen zait.,Ḥemmleɣ tennis.,Mi ŝatas tenison.,J'aime le tennis.,.مەن تېنسىسنى ياخشى كۆرىمەن,저는 테니스를 좋아합니다.,Mi ŝatas tenison.,.مەن تېنسىسنى ياخشى كۆرىمەن,Mi ŝatas tenison.,I love tennis.,Mi ŝatas tenison.
71529,255340,I'd like to live in New York.,I want to live in New York.,Mi ŝatus loĝi en Novjorko.,I'd love to live in New York.,Bɣiɣ ad zedɣeɣ deg temdint n New York.,Mi ŝatus vivi en Novjorko.,Je voudrais vivre à New York.,.مەن نيۇ يوركتە ياشىغۇم بار.مەن نيۇ يوركتە ياشىغۇم بار.مەن نيۇ يوركتە ياشىغۇم بار.مەن نيۇ يوركتە ياشىغۇم بار.مەن نيۇ يوركتە ياشىغۇم بار.مەن نيۇ يوركتە ياشىغۇم بار.مەن نيۇ يوركتا ياشىغۇم بار.مەن نيۇ يوركتا ياشىغۇم بار.مەن نيۇ يوركتا ياشىغۇم بار.مەن نيۇ يوركتا ياشىغۇم بار.مەن نيۇ يوركتا ياشىغۇم بار.مەن نيۇ يوركتا ياشىغۇم بار.مەن نيۇ يوركتا ياشىغۇم بار.مەن نيۇ يوركتا ياشىغۇم بار.مەن نيۇ يوركتا ياشىغۇم بار.مەن نيۇ يوركتا ياشىغۇم بار.مەن نيۇ يورك,Mi volas loĝi en Novjorko.,I'd like to live in New York.,.مەن نيۇ يوركتا ياشىماقچى,Mi ŝatus loĝi en Novjorko.,I want to live in New York.,Mi ŝatus loĝi en Novjorko.
71804,255644,I'm happy to see you again.,It's good to see you again.,- Good to see you again. - Good to see you.,It's good to see you again.,It's good to see you again.,I'm glad to see you again.,Je suis heureux de te revoir.,.سىز بىلەن كۆرۈشۈشنى ئۈمىد قىلىمەن..مەن سىزنى ھەقىقەتەنمۇ ياخشى كۆرىمەن..مەن سىزنى ھەقىقەتەنمۇ ياخشى كۆرىمەن.,다시 만나서 반가워요. 반가워요. 반가워요. 반가워요. 반가워요. 반가워요. 반가워요. 반가워요. 반가워요. 반가워요. 반가워요. 반가워요. 반가워요. 반가워요. 반가워요. 반가워요. 반가워요. 반가워요. 반가워요. 반가워요. 반가워요. 반가워요. 반가워요. 반가워요. 반가워요. 반가워요. 반가워요. 반가워요. 반가워요.,It's good to see you again.,.سىزنى يەنە كۆرگىنىمگە ناھايىتى خۇشالمەن. سىزنى يەنە كۆرگىنىمگە ناھايىتى خۇشالمەن. سىزنى يەنە كۆرگىنىمگە ناھايىتى خۇشالمەن. سىزنى يەنە كۆرگىنىمگە ناھايىتى خۇشالمەن. سىزنى يەنە كۆرگىنىمگە ناھايىتى خۇشالمەن. سىزنى يەنە كۆرگىنىمگە ناھايىتى خۇشالمەن.,I'm glad to see you again. I'm glad to see you again.,I'm glad to see you again.,.سىزنى يەنە كۆرگىنىمگە.ئەجەپتىمەن.سىزنى يەنە كۆرگىنىمگە.ئەجەپتىمەن.سىزنى يەنە كۆرگىنىمگە.ئەجەپتىمەن
71867,255717,I gave Mary a book.,I gave Mary a book.,Mi donis libron al Manjo.,I gave Mary the book.,Fkiɣ adlis i Mary.,Mi donis libron al Manjo.,J'ai donné à Marie un livre.,I gave Mary a book. Give Mary a book.,Mi metis libron sur Manjon.,Mi donis al Manjo libron.,.مېرىيگە كىتاب بەرگەن ئىدىم,Mi donis libron al Manjo.,Mi donis libron al Manjo.,Mi donis al Manjo libron. Mi donis al Manjo libron.
72048,255926,I like to eat apples.,I like to eat apples.,Mi ŝatas manĝi pomojn.,Mi ŝatas manĝi pomojn.,Ḥemmleɣ ad ččeɣ taεmerḍit.,Mi ŝatas manĝi pomojn.,J'aime manger des pommes de terre. J'aime manger des pommes. J'aime manger des pommes.,Mi ŝatas manĝi pomojn.,Mi ŝatas manĝi pomojn.,Mi ŝatas manĝi pomojn.,Mi ŝatas manĝi pomojn.,Mi ŝatas manĝi pomojn.,.مەن ئالما يەيدىغاننى ياخشى كۆرىمەن,Mi ŝatas manĝi pomon.
72156,256043,I bought a book.,I bought a book.,Mi aĉetis libron.,Liburu bat erosi dut.,Uɣeɣ adlis.,.مەن بىر كىتاب ئالدىم.مەن ئۆزۈمگە بىر كىتاب ئالدىم,Compré un libro.,.مەن بىر كىتاب سېتىۋالدىم.مەن بىر كىتاب سېتىۋالدىم.مەن بىر كىتاب سېتىۋالدىم.مەن بىر كىتاب سېتىۋالدىم.مەن بىر كىتاب سېتىۋالدىم.مەن بىر كىتاب سېتىۋالدىم.مەن بىر كىتاب سېتىۋالدىم.مەن بىر كىتاب سېتىۋالدىم.مەن بىر كىتاب سېتىۋالدىم.مەن بىر كىتاب سېتىۋالدىم.مەن بىر كىتاب سېتىۋالدىم.مەن بىر كىتاب سېتىۋالدىم.مەن بىر كىتاب سېتىۋالدىم.مەن بىر كىتاب سېتىۋالدىم.مەن بىر كىتاب سېتىۋالدىم.مەن بىر كىتاب سېتىۋالدىم.مەن بىر كىتاب سېتىۋالدىم.مەن بىر كىتاب سېتىۋالدىم.مەن بىر كىتاب سېتىۋالدىم.مەن بىر كىتاب سېتىۋالدىم.مەن بىر كىتاب سېتىۋالدىم.مەن بىر كىتاب سېتىۋالدىم.مەن بىر كىتاب سېتىۋالدىم.مەن بىر كىتاب سېتىۋالدىم.مەن بىر كىتاب سېتىۋالغان ئىدىم.مەن بىر كىتاب سېتىۋالدىم.مەن بىر كىتاب سېتىۋالغان ئىدىم.مەن بىر كىتابلا، لېكىن مەن بىر,Mi aĉetis libron.,Mi aĉetis libron.,.مەن بىر كىتاب سېتىۋالدىم,Mi aĉetis libron.,Mi aĉetis libron.,Mi aĉetis libron. Mi aĉetis libron.
72280,256178,I can swim.,I'm going to swim.,Mi scipovas naĝi.,Igeri egiten dakit.,Ssneɣ ad rnuɣ.,Mi scipovas naĝi.,Je sais nager. Je sais nager. Je sais nager.,.مەن سۇ ئۈزەلەيمەن.مەن سۇ ئۈزەلەيمەن.مەن سۇ ئۈزەلەيمەن.مەن سۇ ئۈزەلەيمەن.مەن سۇ ئۈزەلەيمەن.مەن سۇ ئۈزەلەيمەن.,저는 수영을 할 수 있습니다.,I can swim. I can swim.,Mi scipovas naĝi.,I can swim.,.مەن سۇ ئۈزەلەيمەن,Mi scipovas naĝi.
72329,256236,I study English.,I'm learning English.,Mi studas la anglan.,Mi lernas la anglan.,Ttεeẓẓleɣ taglizit.,Mi studas la anglan.,J'apprends l'anglais.,.ئۇيغۇر تىلىنى ئوقۇيمەن.ئۇيغۇر تىلىنى ئوقۇيمەن.ئۇيغۇر تىلىنى ئوقۇيمەن,Mi lernas la anglan.,Mi studas la anglan.,.مەن ئىنگلىز تىلى ئۆگەنگەن.,Mi studas la anglan.,I'm studying English.,Mi lernas la anglan. Mi lernas la anglan. Mi lernas la anglan.
72890,256891,I like fish.,I like fish.,Mi ŝatas fiŝojn.,Gustatzen zait arraina.,Ḥemmleɣ iselman.,Mi ŝatas fiŝon. Mi ŝatas fiŝon.,J'aime les poissons.,.مەن بېلىقنى ياخشى كۆرىمەن,Mi ŝatas fiŝojn.,Arrainak gustatzen zaizkit.,Mi ŝatas fiŝon.,I like fish. I like fish.,Mi ŝatas fiŝojn.,Mi ŝatas fiŝojn.
72970,256982,I'm going to the bank.,I'm going to the bank.,I'm going to the bank.,Mi iras al la banko. Mi iras al la banko.,I'm going to the bank.,Banku batera noa.,Je vais à la banque.,.مەن بانكىغا بارىمەن,제가 은행으로 갈게요.,I'm going to the bank.,.مەن بانكىغا بارىمەن,I'm going to the bank.,I'm going to the bank.,Mi iras al la banko.
73077,257112,I like your car.,I like your car. I like your car.,I like your car.,I like your car. I like your car.,.مەن سىزنىڭ ئاپتوموبىلڭىزغا ناھايىتى ياقتۇرىمەن,.مەن سىزنىڭ ئاپتوموبىلىڭىزدىن خوشال.مەن سىزنىڭ ئاپتوموبىلىڭىزدىن خوشال.مەن سىزنىڭ ئاپتوموبىلىڭىزدىن خوشال.مەن سىزنىڭ ئاپتوموبىلىڭىزدىن خوشال.مەن سىزنىڭ ئاپتوموبىلىڭىزدىن خوشال.مەن سىزنىڭ ئاپتوموبىلىڭىزدىن خوشال.مەن سىزنىڭ ئاپتوموبىلىڭىزدىن خوشال.مەن سىزنىڭ ئاپتوموبىلىڭىزدىن خوشال.مەن سىزنىڭ ئاپتوموبىلىڭىزدىن خوشال.مەن سىزنىڭ ئاپتوموبىلىڭىزدىن خوشال.مەن سىزنىڭ ئاپتوموبىلىڭىزدىن خوشال.مەن سىزنىڭ ئاپتوموبىلىڭىزدىن خوشال.مەن سىزنىڭ ئاپتوموبىلىڭىزدىن خوشال.مەن سىزنىڭ ئاپتوموبىلىڭىزدىن خوشال.مەن سىزنىڭ ئاپتوموبىلىڭىزدىن خوشال.مەن سىزنىڭ ئاپتوموبىلىڭىزدىن خوشال.مەن سىزنىڭ ئاپتوم,J'aime bien votre voiture.,.مەن سىزنىڭ ئاپتوموبىلڭىزغا ناھايىتى ياقتۇرىمەن.مەن سىزنىڭ ئاپتوموبىلڭىزغا ناھايىتى ياقتۇرىمەن.مەن سىزنىڭ ئاپتوموبىلڭىزغا ناھايىتى ياقتۇرىمەن.مەن سىزنىڭ ئاپتوموبىلڭىزغا ناھايىتى ياقتۇرىمەن,저는 당신의 차를 좋아합니다. 저는 당신의 차를 좋아합니다.,I like your car. I like your car.,.ماشىنىنى ياقتۇرىمەن,.مەن سىزنىڭ ئاپتوموبىلڭىزدىن ياقتۇرىمەن,.مەن سىزنىڭ ئاپتوموبىلىڭىزنى ياقتۇرىمەن,Mi ŝatas vian aŭton. Mi ŝatas vian aŭton.
73078,257113,I need your help.,I need your help.,I need your help. I need your help.,I need your help. I need your help.,.مېنىڭ سىزگە ياردەم بېرىشىڭىزنى سورايمەن. مېنىڭ سىزگە ياردەم بېرىشىڭىزنى سورايمەن.,.مېنىڭ ياردەملىشىڭ لازىم.مېنىڭ ياردەملىشىڭ لازىم.مېنىڭ ياردەملىشىڭ لازىم.مېنىڭ ياردەملىشىشىم لازىم.مېنىڭ ياردەملىشىشىم لازىم.مېنىڭ ياردەملىشىشىم لازىم.مېنىڭ ياردەملىشىشىم لازىم.مېنىڭ ياردەملىشىشىم لازىم.مېنىڭ ياردەملىشىشىم لازىم.مېنىڭ ياردەملىشىشىم لازىم.مېنىڭ ياردەملىشىشىم لازىم.مېنىڭ ياردەملىشىشىم لازىم.مېنىڭ ياردەملىشىشىم لازىم.مېنىڭ ياردەملىشىشىم كېرەك.مېنىڭ ياردەملىشىشىم كېرەك.مېنىڭ ياردەملىشىشىم كېرەك.مېنىڭ ياردەملىشىشىم كېرەك.مېنىڭ ياردەملىشىشىم كېرەك.مېنىڭ ياردەملىشىشىم كېرەك.مېنىڭ ياردەملىشىشىم كېرەك.مېنىڭ ياردەملىشىشىم كېرەك.مېنىڭ ياردەملىشىشىم كېرەك.مېنىڭ ياردەملىشىشىم كېرەك.مېنىڭ ياردەملىشىشىم كېرەك.مېنىڭ ياردەملىشىشىم كېرەك.مېنىڭ ياردەملىشىشىم كېرەك.مېنىڭ ياردەملىشىشىم كېرەك.مېنىڭ ياردەملىشىشىم كېرەك.مې,J'ai besoin de ton aide.,.مېنىڭ ياردەملىشىڭ كېرەك.مېنىڭ ياردەملىشىڭ كېرەك.مېنىڭ ياردەملىشىڭ كېرەك,저는 여러분의 도움이 필요합니다. 저는 여러분의 도움이 필요합니다.,I need your help. I need your help.,.مېنىڭ ياردەملىشىڭ كېرەك. مېنىڭ ياردەملىشىڭ كېرەك. مېنىڭ ياردەملىشىڭ كېرەك. مېنىڭ ياردەملىشىڭ كېرەك. مېنىڭ ياردەملىشىڭ كېرەك.,I need your help. I need you to help me.,I need your help.,.مېنىڭ ياردەملىشىڭ كېرەك
